NIC_Code,NIC_Description,Variable,Year,State,Value
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Himachal Pradesh,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Himachal Pradesh,4.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Himachal Pradesh,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Himachal Pradesh,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Himachal Pradesh,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Himachal Pradesh,5.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Himachal Pradesh,8.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Himachal Pradesh,11.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Himachal Pradesh,4.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Himachal Pradesh,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Himachal Pradesh,7.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Himachal Pradesh,5.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Himachal Pradesh,3.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Himachal Pradesh,19.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Himachal Pradesh,15.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Himachal Pradesh,16.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Himachal Pradesh,12.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Himachal Pradesh,6.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Himachal Pradesh,12.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Himachal Pradesh,12.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Himachal Pradesh,10.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Himachal Pradesh,10.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Himachal Pradesh,7.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Himachal Pradesh,6.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Himachal Pradesh,5.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Himachal Pradesh,8.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Himachal Pradesh,5.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Jammu & Kashmir,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Jammu & Kashmir,4.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Jammu & Kashmir,3.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Jammu & Kashmir,4.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Jammu & Kashmir,4.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Jammu & Kashmir,5.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Jammu & Kashmir,5.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Jammu & Kashmir,5.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Jammu & Kashmir,8.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Jammu & Kashmir,8.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Jammu & Kashmir,7.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Jammu & Kashmir,0.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Jammu & Kashmir,6.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Jammu & Kashmir,6.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Jammu & Kashmir,8.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Jammu & Kashmir,8.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Jammu & Kashmir,8.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Jammu & Kashmir,10.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Jammu & Kashmir,5.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Jammu & Kashmir,6.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Jammu & Kashmir,4.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Jammu & Kashmir,4.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Jammu & Kashmir,5.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Jammu & Kashmir,9.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Jammu & Kashmir,12.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Jammu & Kashmir,15.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Jammu & Kashmir,13.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Jammu & Kashmir,11.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Jharkhand,5.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Jharkhand,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Jharkhand,5.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Jharkhand,7.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Jharkhand,20.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Jharkhand,15.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Jharkhand,17.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Jharkhand,17.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Karnataka,127.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Karnataka,145.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Karnataka,118.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Karnataka,109.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Karnataka,103.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Karnataka,97.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Karnataka,101.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Karnataka,96.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Karnataka,125.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Karnataka,157.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Karnataka,234.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Karnataka,266.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Karnataka,351.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Karnataka,441.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Karnataka,525.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Karnataka,482.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Karnataka,552.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Karnataka,573.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Karnataka,572.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Karnataka,581.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Karnataka,608.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Karnataka,622.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Karnataka,592.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Karnataka,629.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Karnataka,614.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Karnataka,592.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Karnataka,608.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Karnataka,561.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Karnataka,475.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Karnataka,673.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Karnataka,767.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Karnataka,785.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Karnataka,844.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Karnataka,877.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Karnataka,944.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Karnataka,977.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Karnataka,969.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Karnataka,956.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Karnataka,994.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Karnataka,975.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Karnataka,932.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Karnataka,967.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Karnataka,985.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Kerala,15.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Kerala,18.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Kerala,18.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Kerala,17.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Kerala,14.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Kerala,17.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Kerala,12.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Kerala,27.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Kerala,13.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Kerala,13.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Kerala,14.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Kerala,13.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Kerala,15.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Kerala,24.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Kerala,28.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Kerala,27.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Kerala,32.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Kerala,33.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Kerala,46.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Kerala,43.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Kerala,41.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Kerala,41.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Kerala,34.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Kerala,35.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Kerala,35.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Kerala,36.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Kerala,36.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Kerala,44.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Kerala,23.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Kerala,29.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Kerala,61.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Kerala,47.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Kerala,46.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Kerala,37.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Kerala,34.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Kerala,44.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Kerala,57.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Kerala,55.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Kerala,62.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Kerala,62.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Kerala,65.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Kerala,65.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Kerala,66.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Madhya Pradesh,16.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Madhya Pradesh,18.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Madhya Pradesh,16.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Madhya Pradesh,21.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Madhya Pradesh,22.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Madhya Pradesh,22.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Madhya Pradesh,19.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Madhya Pradesh,17.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Madhya Pradesh,28.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Madhya Pradesh,17.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Madhya Pradesh,15.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Madhya Pradesh,17.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Madhya Pradesh,14.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Madhya Pradesh,9.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Madhya Pradesh,12.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Madhya Pradesh,15.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Madhya Pradesh,8.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Madhya Pradesh,13.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Madhya Pradesh,14.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Madhya Pradesh,21.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Madhya Pradesh,19.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Madhya Pradesh,16.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Madhya Pradesh,17.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Madhya Pradesh,18.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Madhya Pradesh,22.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Madhya Pradesh,23.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Madhya Pradesh,36.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Madhya Pradesh,25.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Madhya Pradesh,13.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Madhya Pradesh,33.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Madhya Pradesh,26.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Madhya Pradesh,31.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Madhya Pradesh,34.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Madhya Pradesh,45.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Madhya Pradesh,38.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Madhya Pradesh,34.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Madhya Pradesh,50.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Madhya Pradesh,60.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Madhya Pradesh,64.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Madhya Pradesh,74.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Madhya Pradesh,64.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Madhya Pradesh,64.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Madhya Pradesh,68.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Maharashtra,601.0
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Maharashtra,602.0
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Maharashtra,466.0
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Maharashtra,441.0
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Maharashtra,511.0
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Maharashtra,518.0
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Maharashtra,533.0
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Maharashtra,412.0
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Maharashtra,576.0
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Maharashtra,517.0
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Maharashtra,593.0
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Maharashtra,656.0
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Maharashtra,920.0
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Maharashtra,791.0
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Maharashtra,930.0
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Maharashtra,1212.0
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Maharashtra,768.0
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Maharashtra,749.0
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Maharashtra,680.0
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Maharashtra,731.0
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Maharashtra,624.0
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Maharashtra,668.0
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Maharashtra,625.0
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Maharashtra,644.0
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Maharashtra,612.0
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Maharashtra,606.0
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Maharashtra,572.0
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Maharashtra,711.0
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Maharashtra,557.0
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Maharashtra,1104.0
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Maharashtra,1105.0
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Maharashtra,1092.0
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Maharashtra,1045.0
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Maharashtra,1042.0
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Maharashtra,1054.0
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Maharashtra,1037.0
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Maharashtra,1017.0
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Maharashtra,1007.0
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Maharashtra,933.0
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Maharashtra,1018.0
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Maharashtra,998.0
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Maharashtra,1055.0
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Maharashtra,950.0
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Manipur,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Manipur,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Manipur,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Manipur,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Manipur,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Manipur,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Manipur,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Manipur,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Manipur,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Manipur,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Manipur,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Manipur,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Manipur,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Manipur,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Manipur,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Manipur,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Manipur,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Manipur,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Manipur,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Manipur,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Manipur,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Manipur,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Manipur,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Manipur,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Manipur,
14,manufacture of wearing apparel,Number of Factories,2006 - 2007,Manipur,
14,manufacture of wearing apparel,Number of Factories,2007 - 2008,Manipur,
14,manufacture of wearing apparel,Number of Factories,2008 - 2009,Manipur,
14,manufacture of wearing apparel,Number of Factories,2009 - 2010,Manipur,
14,manufacture of wearing apparel,Number of Factories,2010 - 2011,Manipur,
14,manufacture of wearing apparel,Number of Factories,2011 - 2012,Manipur,
14,manufacture of wearing apparel,Number of Factories,2012 - 2013,Manipur,
14,manufacture of wearing apparel,Number of Factories,2013 - 2014,Manipur,
14,manufacture of wearing apparel,Number of Factories,2014 - 2015,Manipur,
14,manufacture of wearing apparel,Number of Factories,2015 - 2016,Manipur,
14,manufacture of wearing apparel,Number of Factories,2016 - 2017,Manipur,
14,manufacture of wearing apparel,Number of Factories,2017 - 2018,Manipur,
14,manufacture of wearing apparel,Number of Factories,2018 - 2019,Manipur,
14,manufacture of wearing apparel,Number of Factories,2019 - 2020,Manipur,
14,manufacture of wearing apparel,Number of Factories,2020 - 2021,Manipur,
14,manufacture of wearing apparel,Number of Factories,2021 - 2022,Manipur,
14,manufacture of wearing apparel,Number of Factories,2022 - 2023,Manipur,
14,manufacture of wearing apparel,Number of Factories,2023 - 2024,Manipur,
14,manufacture of wearing apparel,Number of Factories,1980 - 1981,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1981 - 1982,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1982 - 1983,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1983 - 1984,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1984 - 1985,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1985 - 1986,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1986 - 1987,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1987 - 1988,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1988 - 1989,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1989 - 1990,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1991 - 1992,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1992 - 1993,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1993 - 1994,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1994 - 1995,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1995 - 1996,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1996 - 1997,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1997 - 1998,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1998 - 1999,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,1999 - 2000,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2000 - 2001,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2001 - 2002,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2002 - 2003,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2003 - 2004,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2004 - 2005,Meghalaya,
14,manufacture of wearing apparel,Number of Factories,2005 - 2006,Meghalaya,
