Data Type,Item Name,From Date,To Date
NIC-2004,"Manufacture of articles of concrete, cement and plaster",2004-2005,2007-2008
NIC-2004,Manufacture of bakery products,2004-2005,2007-2008
NIC-2004,Manufacture of basic chemicals,2004-2005,2007-2008
NIC-2004,Manufacture of basic chemicals except fertilizers and nitrogen compounds,2004-2005,2007-2008
NIC-2004,Manufacture of Basic Iron & Steel,2004-2005,2007-2008
NIC-2004,Manufacture of Basic Metals,2004-2005,2007-2008
NIC-2004,Manufacture of basic precious and non-ferrous metals,2004-2005,2007-2008
NIC-2004,"Manufacture of bearings, gears, gearing and driving elements [ball and roller bearings including their parts; mechanical power transmission equipment of any material (shafts, and cranks; bearings housings; gears and gearing including friction gears; gear",2004-2005,2007-2008
NIC-2004,Manufacture of beverages,2004-2005,2007-2008
NIC-2004,Manufacture of bicycles and invalid carriages,2004-2005,2007-2008
NIC-2004,"Manufacture of blankets, shawls, carpets, rugs and other similar textile products by hand",2004-2005,2007-2008
NIC-2004,Manufacture of bodies (coach work) for motor vehicles; manufacture of trailers and semi-trailers,2004-2005,2007-2008
NIC-2004,Manufacture of builders’ carpentry and joinery,2004-2005,2007-2008
NIC-2004,Manufacture of carpet and rugs other [manufacture of linoleum and other hard surface floor coverings is classified in class 3699],2004-2005,2007-2008
NIC-2004,"Manufacture of cement, lime and plaster",2004-2005,2007-2008
NIC-2004,Manufacture of Chemicals and Products,2004-2005,2007-2008
NIC-2004,"Manufacture of cocoa, chocolate and sugar confectionery",2004-2005,2007-2008
NIC-2004,"Manufacture of coke oven products [This class includes the operation of coke ovens chiefly for the production of coke or semi -coke from hard coal and lignite,",2004-2005,2007-2008
NIC-2004,"Manufacture of coke oven products [This class includes the operation of coke ovens chiefly for the production of coke or semi -coke from hard coal and lignite, retort carbon and residual products such as coal tar or pitch. Agglomeration of coke. Distillat",2004-2005,2007-2008
NIC-2004,"Manufacture of Coke, Refined Petroleum Products and Nuclear Fuel",2004-2005,2007-2008
NIC-2004,"Manufacture of cordage, rope, twine and netting",2004-2005,2007-2008
NIC-2004,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,2004-2005,2007-2008
NIC-2004,"Manufacture of cutlery, hand tools and general hardware",2004-2005,2007-2008
NIC-2004,Manufacture of dairy product [production of raw milk is classified in class 0121],2004-2005,2007-2008
NIC-2004,Manufacture of Direct Reduced Iron (DRI)/ Sponge Iron and other spongy ferrous products,2004-2005,2007-2008
NIC-2004,"Manufacture of domestic appliances, n.e.c.",2004-2005,2007-2008
NIC-2004,Manufacture of electric lamps and lighting equipment,2004-2005,2007-2008
NIC-2004,"Manufacture of electric motors, generators and transformers",2004-2005,2007-2008
NIC-2004,Manufacture of Electrical Machinery and Apparatus N.E.C.,2004-2005,2007-2008
NIC-2004,"Manufacture of electricity distribution and control apparatus [electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; simila",2004-2005,2007-2008
NIC-2004,Manufacture of electronic valves and tubes and other electronic components,2004-2005,2007-2008
NIC-2004,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",2004-2005,2007-2008
NIC-2004,"Manufacture of Fabricated Metal Products, Except Machinery and Equipments",2004-2005,2007-2008
NIC-2004,Manufacture of ferro alloys,2004-2005,2007-2008
NIC-2004,Manufacture of fertilizers and nitrogen compounds,2004-2005,2007-2008
NIC-2004,"Manufacture of flat products, coated with zinc, tin, chromium or other materials",2004-2005,2007-2008
NIC-2004,Manufacture of flat steel products not coated,2004-2005,2007-2008
NIC-2004,Manufacture of Food Products and Beverages,2004-2005,2007-2008
NIC-2004,Manufacture of footwear,2004-2005,2007-2008
NIC-2004,Manufacture of footwear.,2004-2005,2007-2008
NIC-2004,Manufacture of furniture,2004-2005,2007-2008
NIC-2004,Manufacture of Furniture; Manufacturing N.E.C.,2004-2005,2007-2008
NIC-2004,Manufacture of games and toys,2004-2005,2007-2008
NIC-2004,Manufacture of general purpose machinery,2004-2005,2007-2008
NIC-2004,Manufacture of glass and glass products,2004-2005,2007-2008
NIC-2004,Manufacture of grain mill products [Manufacture of potato flour and meal is classified in class 1513. Production of corn oil is classified in Class 1532 ],2004-2005,2007-2008
NIC-2004,"Manufacture of grain mill products, starches and starch products, and prepared animal feeds",2004-2005,2007-2008
NIC-2004,"Manufacture of industrial process control equipment [apparatus used for automatic continuous measurement and control of variables such as temperature, pressure, viscosity and the like of materials or products as they are being manufactured or otherwise pr",2004-2005,2007-2008
NIC-2004,"Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes except industrial process control equipment",2004-2005,2007-2008
NIC-2004,"Manufacture of insulated wire and cable [insulated (including enamelled or anodized) wire, cable (including coaxial cable) and other insulated conductors; insulated strip as is used in large capacity machines or control equipment; and optical fibre cables",2004-2005,2007-2008
NIC-2004,Manufacture of jewellery and related articles,2004-2005,2007-2008
NIC-2004,Manufacture of knitted and crocheted fabrics and articles,2004-2005,2007-2008
NIC-2004,"Manufacture of lifting and handling equipment [machines for mechanical handling of materials, gods of people other than over-the-road vehicles; pulley tackle and hoists; winches and capstans; jacks; derricks; cranes, including cable cranes, mobile lifting",2004-2005,2007-2008
NIC-2004,"Manufacture of luggage, handbags, and the like, saddlery and harness",2004-2005,2007-2008
NIC-2004,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",2004-2005,2007-2008
NIC-2004,Manufacture of machine-tools,2004-2005,2007-2008
NIC-2004,Manufacture of Machinery and Equipments N.E.C,2004-2005,2007-2008
NIC-2004,"Manufacture of machinery for food, beverage and tobacco processing",2004-2005,2007-2008
NIC-2004,"Manufacture of machinery for metallurgy: converters, ingot moulds, ladles and casting machines; metal rolling mills and rolls for such mills.",2004-2005,2007-2008
NIC-2004,"Manufacture of machinery for mining, quarrying and construction",2004-2005,2007-2008
NIC-2004,"Manufacture of machinery for textile, apparel and leather production [This class includes manufacture of machines for preparing textile fibers, spinning machines, weaving machines (looms) auxiliary machinery, machinery for washing, bleaching, dyeing, dres",2004-2005,2007-2008
NIC-2004,"Manufacture of made-up textile articles, except apparel",2004-2005,2007-2008
NIC-2004,Manufacture of malt liquors and malt,2004-2005,2007-2008
NIC-2004,Manufacture of man-made fibers [This class includes manufacture of artificial or synthetic filament and non-filament fibers.],2004-2005,2007-2008
NIC-2004,Manufacture of medical and surgical equipment and orthopedic appliances,2004-2005,2007-2008
NIC-2004,"Manufacture of medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes except optical instrument",2004-2005,2007-2008
NIC-2004,"Manufacture of Medical, Precision and Optical Instruments, Watches and Clocks",2004-2005,2007-2008
NIC-2004,Manufacture of motor vehicles,2004-2005,2007-2008
NIC-2004,"Manufacture of Motor Vehicles, Trailers and Semi-Trailers",2004-2005,2007-2008
NIC-2004,Manufacture of motorcycles,2004-2005,2007-2008
NIC-2004,"Manufacture of musical instruments [this class includes manufacture of keyboard stringed instruments, including automatic pianos, and other stringed instruments, keyboard pipe organs and harmoniums and similar keyboard instruments with free metal reeds, a",2004-2005,2007-2008
NIC-2004,"Manufacture of non-flat steel products (bars, rods, structurals, rails )",2004-2005,2007-2008
NIC-2004,Manufacture of non-metallic mineral products n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of non-structural non-refractory ceramic ware,2004-2005,2007-2008
NIC-2004,"Manufacture of office, accounting and computing machinery",2004-2005,2007-2008
NIC-2004,"Manufacture of office, accounting and computing machinery.",2004-2005,2007-2008
NIC-2004,Manufacture of optical instruments and photographic equipment,2004-2005,2007-2008
NIC-2004,Manufacture of other articles of paper and paperboard,2004-2005,2007-2008
NIC-2004,Manufacture of other basic iron and steel n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of other chemical product n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of other chemical products,2004-2005,2007-2008
NIC-2004,Manufacture of other electrical equip ment n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of other fabricated metal products n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of other fabricated metal products; metal working service activities,2004-2005,2007-2008
NIC-2004,Manufacture of other food products,2004-2005,2007-2008
NIC-2004,Manufacture of other food products n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of other general purpose machinery,2004-2005,2007-2008
NIC-2004,Manufacture of Other Non-Metallic Mineral Products,2004-2005,2007-2008
NIC-2004,Manufacture of other non-metallic mineral products n.e.c.,2004-2005,2007-2008
NIC-2004,"Manufacture of other products of wood, manufacture of articles of cork, straw and plaiting materials",2004-2005,2007-2008
NIC-2004,Manufacture of other rubber products,2004-2005,2007-2008
NIC-2004,Manufacture of other special purpose machinery,2004-2005,2007-2008
NIC-2004,Manufacture of other textiles,2004-2005,2007-2008
NIC-2004,Manufacture of other textiles n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of Other Transport Equipment,2004-2005,2007-2008
NIC-2004,Manufacture of other transport equipment n.e.c.,2004-2005,2007-2008
NIC-2004,"Manufacture of ovens, furnaces and furnace burners",2004-2005,2007-2008
NIC-2004,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2004-2005,2007-2008
NIC-2004,Manufacture of paper and paper product,2004-2005,2007-2008
NIC-2004,Manufacture of Paper and Paper Products,2004-2005,2007-2008
NIC-2004,"Manufacture of parts and accessories for motor vehicles and their engines [brakes, gear boxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, steering wheels, steering columns and steering boxes and other parts and ac",2004-2005,2007-2008
NIC-2004,Manufacture of pesticides and other agro chemical products,2004-2005,2007-2008
NIC-2004,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products",2004-2005,2007-2008
NIC-2004,Manufacture of Pig Iron (hot metal).,2004-2005,2007-2008
NIC-2004,Manufacture of plastic products,2004-2005,2007-2008
NIC-2004,Manufacture of plastics in primary forms and of synthetic rubber.,2004-2005,2007-2008
NIC-2004,Manufacture of prepared animal feeds,2004-2005,2007-2008
NIC-2004,"Manufacture of products of wood, cork, straw and plaiting materials",2004-2005,2007-2008
NIC-2004,"Manufacture of pulp, paper and paper board",2004-2005,2007-2008
NIC-2004,"Manufacture of pumps, compressors, taps and valves [hydraulic power engines and motors; pumps for liquids whether or not fitted with measuring devices, including hand pumps and pumps designed for fitting to internal-combustion piston engines etc.; air or",2004-2005,2007-2008
NIC-2004,"Manufacture of Radio, Television and Communication Equipments and Apparatus",2004-2005,2007-2008
NIC-2004,Manufacture of railway and tramway locomotives and rolling stock,2004-2005,2007-2008
NIC-2004,Manufacture of refined petroleum products,2004-2005,2007-2008
NIC-2004,Manufacture of refractory ceramic products,2004-2005,2007-2008
NIC-2004,Manufacture of Rubber and Plastic Products,2004-2005,2007-2008
NIC-2004,Manufacture of rubber products,2004-2005,2007-2008
NIC-2004,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,2004-2005,2007-2008
NIC-2004,Manufacture of semi -finished products (ingots/ billets/ blooms/ slabs),2004-2005,2007-2008
NIC-2004,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2004-2005,2007-2008
NIC-2004,Manufacture of soft drinks; production of mineral waters,2004-2005,2007-2008
NIC-2004,Manufacture of special purpose machinery,2004-2005,2007-2008
NIC-2004,Manufacture of sports goods,2004-2005,2007-2008
NIC-2004,Manufacture of starches and starch products,2004-2005,2007-2008
NIC-2004,"Manufacture of steam generators, except central heating hot water boilers",2004-2005,2007-2008
NIC-2004,Manufacture of steel wires made in wire drawing mills,2004-2005,2007-2008
NIC-2004,Manufacture of structural metal products,2004-2005,2007-2008
NIC-2004,"Manufacture of structural metal products, tanks, reservoirs and steam generators",2004-2005,2007-2008
NIC-2004,Manufacture of structural non-refractory clay and ceramic products,2004-2005,2007-2008
NIC-2004,Manufacture of sugar [manufacture of glucose and other sugars made from starches is classified in class 1532],2004-2005,2007-2008
NIC-2004,"Manufacture of tanks, reservoirs and containers of metal [ includes manufacture of containers of metal for compressed or liquified gas. Also includes manufacture of central heating boilers and radiators. Manufacture of reservoirs, tanks and similar contai",2004-2005,2007-2008
NIC-2004,"Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",2004-2005,2007-2008
NIC-2004,Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy,2004-2005,2007-2008
NIC-2004,Manufacture of Textiles,2004-2005,2007-2008
NIC-2004,Manufacture of Tobacco Products,2004-2005,2007-2008
NIC-2004,Manufacture of tobacco products [ tobacco related products are also included while preliminary processing of tobacco leaves is classified in class 0111],2004-2005,2007-2008
NIC-2004,Manufacture of transport equipment n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacture of vegetable and animal oils and fats [Wet corn milling and production of corn oil is classified in Class 1532 and treatment of oils and fats by chemical processing is classified in Class 2429],2004-2005,2007-2008
NIC-2004,"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board and other panels and boards",2004-2005,2007-2008
NIC-2004,Manufacture of watches and clocks,2004-2005,2007-2008
NIC-2004,"Manufacture of weapons and ammunition [includes tanks and other fighting vehicles; heavy weapons, artillery, mobile guns; small arms such as light machine guns, rifles; air or gas guns and pistols; firearms which fire blank cartridges, signal flares, capt",2004-2005,2007-2008
NIC-2004,Manufacture of Wearing Apparel Dressing and Dyeing of Fur,2004-2005,2007-2008
NIC-2004,"Manufacture of wearing apparel, except fur apparel [this class includes manufacture of wearing apparel made of material not made in the same unit.  Both regular and contract activities are included]",2004-2005,2007-2008
NIC-2004,"Manufacture of wearing apparel, except fur apparel [this class includes manufacture of wearing apparel made of material not made in the same unit. Both regular and contract activities are included]",2004-2005,2007-2008
NIC-2004,"Manufacture of wearing apparel, except fur apparel [this class includes manufacture of wearing apparel made of material not made in the same unit. Dressing and dyeing of fur; manufacture of articles of fur",2004-2005,2007-2008
NIC-2004,Manufacture of wines,2004-2005,2007-2008
NIC-2004,"Manufacture of Wood and Products of Wood and Cork, Except Furniture, Manufacture of Articles of Straw and Plating Materials",2004-2005,2007-2008
NIC-2004,Manufacturing n.e.c.,2004-2005,2007-2008
NIC-2004,Manufacturing of wooden containers,2004-2005,2007-2008
NIC-2004,"Mining and quarrying , n.e.c.",2004-2005,2007-2008
NIC-2004,Other manufacturing n.e.c.,2004-2005,2007-2008
NIC-2004,Other Mining and Quarrying,2004-2005,2007-2008
NIC-2004,"Other publishing [includes publishing of photos and postcards, greeting cards, time-tables, forms, posters or other printed matters.]",2004-2005,2007-2008
NIC-2004,Others,2004-2005,2007-2008
NIC-2004,Preparation and spinning of textile fiber including weaving of textiles (excluding khadi/handloom),2004-2005,2007-2008
NIC-2004,Preparation and spinning of textile fiber including weaving of textiles (khadi/handloom),2004-2005,2007-2008
NIC-2004,"Printing [Includes printing of newspapers, magazines, periodicals, journals and other material for others on a fee or contract basis]",2004-2005,2007-2008
NIC-2004,Printing and service activities related to printing,2004-2005,2007-2008
NIC-2004,Processing and preserving of fish and fish products [fishing and processing of the catch aboard the fisher boats are classified in class 0500 whereas activities of  vessels engaged only processing and preserving are classified under this class],2004-2005,2007-2008
NIC-2004,"Processing and preserving of fruit, vegetables",2004-2005,2007-2008
NIC-2004,"Production, processing and preservation of meat, fish, fruit vegetables, oils and fats",2004-2005,2007-2008
NIC-2004,"Production, processing and preserving of meat and meat products.",2004-2005,2007-2008
NIC-2004,"Publishing [This group includes publishing whether or not connected with printing. Publishing involves financial, technical, artistic, legal and marketing activities, among others but not predominantly]",2004-2005,2007-2008
NIC-2004,"Publishing of books, brochures, musical books and other publications.",2004-2005,2007-2008
NIC-2004,"Publishing of newspapers, journals and periodicals [includes periodicals of technical or general contents, trade journals, comics etc.]",2004-2005,2007-2008
NIC-2004,"Publishing, Printing and Reproduction of Recorded Media",2004-2005,2007-2008
NIC-2004,Recycling,2004-2005,2007-2008
NIC-2004,Recycling of metal waste and scrap,2004-2005,2007-2008
NIC-2004,Recycling of non-metal waste and scrap,2004-2005,2007-2008
NIC-2004,"Reproduction of recorded media [This class includes reproduction of records, audio, video and computer tapes from master copies, reproduction of floppy, hard or compact disks, reproduction of non-customised software and film duplicating]",2004-2005,2007-2008
NIC-2004,Saw milling and planing of wood,2004-2005,2007-2008
NIC-2004,Service activities related to printing,2004-2005,2007-2008
NIC-2004,"Spinning, weaving and finishing of textiles",2004-2005,2007-2008
NIC-2004,Tanning and dressing of leather,2004-2005,2007-2008
NIC-2004,"Tanning and Dressing of Leather Manufacture of Luggage, Handsbages, Saddlery, Harness and Footwear",2004-2005,2007-2008
NIC-2004,"Tanning and dressing of leather, manufacture of luggage handbags, saddlery & harness",2004-2005,2007-2008
NIC-2004,Temp3,2004-2005,2007-2008
NIC-2004,Total,2004-2005,2007-2008
NIC-2004,Treatment and coating of metals; general mechanical engineering on a fee or contract basis,2004-2005,2007-2008
NIC-2008,Book publishing,2008-2009,2023-2024
NIC-2008,Building of pleasure and sporting boats,2008-2009,2023-2024
NIC-2008,Building of ships and boats,2008-2009,2023-2024
NIC-2008,Building of ships and floating structures,2008-2009,2023-2024
NIC-2008,Casting of iron and steel,2008-2009,2023-2024
NIC-2008,Casting of metals,2008-2009,2023-2024
NIC-2008,Casting of non-ferrous metals,2008-2009,2023-2024
NIC-2008,Collection of hazardous waste,2008-2009,2023-2024
NIC-2008,Collection of non-hazardous waste,2008-2009,2023-2024
NIC-2008,"Crop and animal production, hunting and related service activities",2008-2009,2023-2024
NIC-2008,"Cutting, shaping and finishing of stone",2008-2009,2023-2024
NIC-2008,Difference,2008-2009,2023-2024
NIC-2008,"Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials",2008-2009,2023-2024
NIC-2008,Extraction of salt,2008-2009,2023-2024
NIC-2008,Finishing of textiles,2008-2009,2023-2024
NIC-2008,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2008-2009,2023-2024
NIC-2008,Installation of industrial machinery and equipment,2008-2009,2023-2024
NIC-2008,Machining; treatment and coating of metals,2008-2009,2023-2024
NIC-2008,"Manufacture  of  pharmaceuticals,  medicinal chemical  and  botanical products",2008-2009,2023-2024
NIC-2008,"Manufacture  of engines and turbines, except aircraft, vehicle and cycle engines",2008-2009,2023-2024
NIC-2008,"Manufacture  of steam generators, except central heating hot water boilers",2008-2009,2023-2024
NIC-2008,Manufacture of agricultural and forestry machinery,2008-2009,2023-2024
NIC-2008,Manufacture of air and spacecraft and related machinery,2008-2009,2023-2024
NIC-2008,"Manufacture of articles of concrete, cement and plaster",2008-2009,2023-2024
NIC-2008,Manufacture of articles of fur,2008-2009,2023-2024
NIC-2008,Manufacture of bakery products,2008-2009,2023-2024
NIC-2008,Manufacture of basic chemicals,2008-2009,2023-2024
NIC-2008,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics and synthetic rubber in primary forms",2008-2009,2023-2024
NIC-2008,Manufacture of basic iron and steel,2008-2009,2023-2024
NIC-2008,Manufacture of basic metals,2008-2009,2023-2024
NIC-2008,Manufacture of basic precious and other non-ferrous metals,2008-2009,2023-2024
NIC-2008,Manufacture of batteries and accumulators,2008-2009,2023-2024
NIC-2008,"Manufacture of bearings, gears, gearing and driving elements",2008-2009,2023-2024
NIC-2008,Manufacture of beverages,2008-2009,2023-2024
NIC-2008,Manufacture of bicycles and invalid carriages,2008-2009,2023-2024
NIC-2008,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2008-2009,2023-2024
NIC-2008,Manufacture of builders’ carpentry and joinery,2008-2009,2023-2024
NIC-2008,Manufacture of carpets and rugs,2008-2009,2023-2024
NIC-2008,"Manufacture of cement, lime and plaster",2008-2009,2023-2024
NIC-2008,Manufacture of chemicals and chemical products,2008-2009,2023-2024
NIC-2008,Manufacture of clay building materials,2008-2009,2023-2024
NIC-2008,"Manufacture of cocoa, chocolate and sugar confectionery",2008-2009,2023-2024
NIC-2008,Manufacture of coke and refined petroleum products,2008-2009,2023-2024
NIC-2008,Manufacture of coke oven products,2008-2009,2023-2024
NIC-2008,Manufacture of communication equipment,2008-2009,2023-2024
NIC-2008,"Manufacture of computer, electronic and optical products",2008-2009,2023-2024
NIC-2008,Manufacture of computers and peripheral equipment,2008-2009,2023-2024
NIC-2008,Manufacture of consumer electronics,2008-2009,2023-2024
NIC-2008,"Manufacture of cordage, rope, twine and netting",2008-2009,2023-2024
NIC-2008,Manufacture of corrugated paper and paperboard and containers of paper and paperboard,2008-2009,2023-2024
NIC-2008,"Manufacture of cutlery, hand tools and general hardware",2008-2009,2023-2024
NIC-2008,Manufacture of dairy products,2008-2009,2023-2024
NIC-2008,manufacture of domestic appliances,2008-2009,2023-2024
NIC-2008,manufacture of electric lighting equipment,2008-2009,2023-2024
NIC-2008,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",2008-2009,2023-2024
NIC-2008,Manufacture of electrical equipment,2008-2009,2023-2024
NIC-2008,Manufacture of electronic components,2008-2009,2023-2024
NIC-2008,"Manufacture of fabricated metal products, except machinery and equipment",2008-2009,2023-2024
NIC-2008,Manufacture of fertilizers and nitrogen compounds,2008-2009,2023-2024
NIC-2008,Manufacture of fibre optic cables for data transmission or live transmission of images,2008-2009,2023-2024
NIC-2008,Manufacture of fluid power equipment,2008-2009,2023-2024
NIC-2008,Manufacture of food products,2008-2009,2023-2024
NIC-2008,Manufacture of footwear,2008-2009,2023-2024
NIC-2008,Manufacture of furniture,2008-2009,2023-2024
NIC-2008,Manufacture of games and toys,2008-2009,2023-2024
NIC-2008,Manufacture of general purpose machinery,2008-2009,2023-2024
NIC-2008,Manufacture of glass and glass products,2008-2009,2023-2024
NIC-2008,Manufacture of grain mill products,2008-2009,2023-2024
NIC-2008,"Manufacture of grain mill products, starches and starch products",2008-2009,2023-2024
NIC-2008,Manufacture of imitation jewellery and related articles,2008-2009,2023-2024
NIC-2008,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",2008-2009,2023-2024
NIC-2008,Manufacture of jewellery and related articles,2008-2009,2023-2024
NIC-2008,"Manufacture of jewellery, bijouterie and related articles",2008-2009,2023-2024
NIC-2008,Manufacture of knitted and crocheted apparel,2008-2009,2023-2024
NIC-2008,Manufacture of knitted and crocheted fabrics,2008-2009,2023-2024
NIC-2008,Manufacture of leather and related products,2008-2009,2023-2024
NIC-2008,Manufacture of lifting and handling equipment,2008-2009,2023-2024
NIC-2008,"Manufacture of luggage, handbags and the like, saddlery and harness",2008-2009,2023-2024
NIC-2008,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",2008-2009,2023-2024
NIC-2008,Manufacture of machinery and equipment n.e.c,2008-2009,2023-2024
NIC-2008,"Manufacture of machinery for food, beverage and tobacco processing",2008-2009,2023-2024
NIC-2008,Manufacture of machinery for metallurgy,2008-2009,2023-2024
NIC-2008,"Manufacture of machinery for mining, quarrying and construction",2008-2009,2023-2024
NIC-2008,"Manufacture of machinery for textile, apparel and leather production",2008-2009,2023-2024
NIC-2008,"Manufacture of made-up textile articles, except apparel",2008-2009,2023-2024
NIC-2008,Manufacture of magnetic and optical media,2008-2009,2023-2024
NIC-2008,Manufacture of malt liquors and malt,2008-2009,2023-2024
NIC-2008,Manufacture of man-made fibres,2008-2009,2023-2024
NIC-2008,"Manufacture of measuring, testing, navigating and control equipment",2008-2009,2023-2024
NIC-2008,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",2008-2009,2023-2024
NIC-2008,Manufacture of medical and dental instruments and supplies,2008-2009,2023-2024
NIC-2008,Manufacture of metal-forming machinery and machine tools,2008-2009,2023-2024
NIC-2008,Manufacture of motor vehicles,2008-2009,2023-2024
NIC-2008,"Manufacture of motor vehicles, trailers and semi-trailers",2008-2009,2023-2024
NIC-2008,Manufacture of motorcycles,2008-2009,2023-2024
NIC-2008,Manufacture of musical instruments,2008-2009,2023-2024
NIC-2008,Manufacture of non-metallic mineral products n.e.c.,2008-2009,2023-2024
NIC-2008,Manufacture of office machinery and equipment,2008-2009,2023-2024
NIC-2008,Manufacture of optical instruments and equipment,2008-2009,2023-2024
NIC-2008,Manufacture of other articles of paper and paperboard,2008-2009,2023-2024
NIC-2008,Manufacture of other chemical products,2008-2009,2023-2024
NIC-2008,Manufacture of other chemical products n.e.c.,2008-2009,2023-2024
NIC-2008,Manufacture of other electrical equipment,2008-2009,2023-2024
NIC-2008,Manufacture of other electronic and electric wires and cables,2008-2009,2023-2024
NIC-2008,Manufacture of other fabricated metal products n.e.c.,2008-2009,2023-2024
NIC-2008,Manufacture of other fabricated metal products; metalworking service activities,2008-2009,2023-2024
NIC-2008,Manufacture of other food products,2008-2009,2023-2024
NIC-2008,Manufacture of other food products n.e.c.,2008-2009,2023-2024
NIC-2008,Manufacture of other general-purpose machinery,2008-2009,2023-2024
NIC-2008,Manufacture of Other non-metallic mineral products,2008-2009,2023-2024
NIC-2008,manufacture of other non-metallic mineral products n.e.c.,2008-2009,2023-2024
NIC-2008,manufacture of other porcelain and ceramic products,2008-2009,2023-2024
NIC-2008,"manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",2008-2009,2023-2024
NIC-2008,"manufacture of other pumps, compressors, taps and valves",2008-2009,2023-2024
NIC-2008,manufacture of other rubber products,2008-2009,2023-2024
NIC-2008,manufacture of other special-purpose machinery,2008-2009,2023-2024
NIC-2008,manufacture of other textiles,2008-2009,2023-2024
NIC-2008,manufacture of other textiles n.e.c.,2008-2009,2023-2024
NIC-2008,manufacture of other transport equipment,2008-2009,2023-2024
NIC-2008,manufacture of other transport equipment n.e.c.,2008-2009,2023-2024
NIC-2008,"manufacture of ovens, furnaces and furnace burners",2008-2009,2023-2024
NIC-2008,"manufacture of paints, varnishes and similar coatings, printing ink and mastics",2008-2009,2023-2024
NIC-2008,manufacture of paper and paper products,2008-2009,2023-2024
NIC-2008,manufacture of parts and accessories for motor vehicles,2008-2009,2023-2024
NIC-2008,manufacture of pesticides and other agrochemical products,2008-2009,2023-2024
NIC-2008,"manufacture of pharmaceuticals, medicinal chemical and botanical products",2008-2009,2023-2024
NIC-2008,manufacture of plastics and synthetic rubber in primary forms,2008-2009,2023-2024
NIC-2008,manufacture of plastics products,2008-2009,2023-2024
NIC-2008,manufacture of power-driven hand tools,2008-2009,2023-2024
NIC-2008,manufacture of prepared animal feeds,2008-2009,2023-2024
NIC-2008,manufacture of prepared meals and dishes,2008-2009,2023-2024
NIC-2008,"manufacture of products of wood, cork, straw and plaiting materials",2008-2009,2023-2024
NIC-2008,"manufacture of pulp, paper and paperboard",2008-2009,2023-2024
NIC-2008,manufacture of railway locomotives and rolling stock,2008-2009,2023-2024
NIC-2008,manufacture of refined petroleum products,2008-2009,2023-2024
NIC-2008,manufacture of refractory products,2008-2009,2023-2024
NIC-2008,manufacture of rubber and plastics products,2008-2009,2023-2024
NIC-2008,manufacture of rubber products,2008-2009,2023-2024
NIC-2008,manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,2008-2009,2023-2024
NIC-2008,"manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2008-2009,2023-2024
NIC-2008,manufacture of soft drinks; production of mineral waters and other bottled waters,2008-2009,2023-2024
NIC-2008,manufacture of special-purpose machinery,2008-2009,2023-2024
NIC-2008,manufacture of sports goods,2008-2009,2023-2024
NIC-2008,manufacture of starches and starch products,2008-2009,2023-2024
NIC-2008,manufacture of structural metal products,2008-2009,2023-2024
NIC-2008,"manufacture of structural metal products, tanks, reservoirs and steam generators",2008-2009,2023-2024
NIC-2008,manufacture of sugar,2008-2009,2023-2024
NIC-2008,"manufacture of tanks, reservoirs and containers of metal",2008-2009,2023-2024
NIC-2008,manufacture of textiles,2008-2009,2023-2024
NIC-2008,manufacture of tobacco products,2008-2009,2023-2024
NIC-2008,manufacture of transport equipment n.e.c.,2008-2009,2023-2024
NIC-2008,manufacture of vegetable and animal oils and fats,2008-2009,2023-2024
