Year,State,Variable_ID,Variable,Value
1992 - 1993,Tamil Nadu,50,Addition Stock Finished,1160.0
1992 - 1993,Telangana,50,Addition Stock Finished,
1992 - 1993,Tripura,50,Addition Stock Finished,
1992 - 1993,Uttar Pradesh,50,Addition Stock Finished,118.0
1992 - 1993,Uttarakhand,50,Addition Stock Finished,
1992 - 1993,West Bengal,50,Addition Stock Finished,43.0
1993 - 1994,Andaman & Nicobar Islands,50,Addition Stock Finished,
1993 - 1994,Andhra Pradesh,50,Addition Stock Finished,51.0
1993 - 1994,Arunachal Pradesh,50,Addition Stock Finished,
1993 - 1994,Assam,50,Addition Stock Finished,
1993 - 1994,Bihar,50,Addition Stock Finished,6.0
1993 - 1994,Chandigarh,50,Addition Stock Finished,
1993 - 1994,Chhattisgarh,50,Addition Stock Finished,
1993 - 1994,Dadra & Nagar Haveli,50,Addition Stock Finished,
1993 - 1994,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1993 - 1994,Daman & Diu,50,Addition Stock Finished,
1993 - 1994,Delhi,50,Addition Stock Finished,639.0
1993 - 1994,Goa,50,Addition Stock Finished,7.0
1993 - 1994,"Goa, Daman & Diu",50,Addition Stock Finished,
1993 - 1994,Gujarat,50,Addition Stock Finished,142.0
1993 - 1994,Haryana,50,Addition Stock Finished,50.0
1993 - 1994,Himachal Pradesh,50,Addition Stock Finished,3.0
1993 - 1994,Jammu & Kashmir,50,Addition Stock Finished,5.0
1993 - 1994,Jharkhand,50,Addition Stock Finished,
1993 - 1994,Karnataka,50,Addition Stock Finished,351.0
1993 - 1994,Kerala,50,Addition Stock Finished,15.0
1993 - 1994,Ladakh,50,Addition Stock Finished,
1993 - 1994,Lakshadweep,50,Addition Stock Finished,
1993 - 1994,Madhya Pradesh,50,Addition Stock Finished,14.0
1993 - 1994,Maharashtra,50,Addition Stock Finished,920.0
1993 - 1994,Manipur,50,Addition Stock Finished,
1993 - 1994,Meghalaya,50,Addition Stock Finished,
1993 - 1994,Mizoram,50,Addition Stock Finished,
1993 - 1994,Nagaland,50,Addition Stock Finished,
1993 - 1994,Orissa,50,Addition Stock Finished,6.0
1993 - 1994,Puducherry,50,Addition Stock Finished,4.0
1993 - 1994,Punjab,50,Addition Stock Finished,464.0
1993 - 1994,Rajasthan,50,Addition Stock Finished,47.0
1993 - 1994,Sikkim,50,Addition Stock Finished,
1993 - 1994,Tamil Nadu,50,Addition Stock Finished,1641.0
1993 - 1994,Telangana,50,Addition Stock Finished,
1993 - 1994,Tripura,50,Addition Stock Finished,
1993 - 1994,Uttar Pradesh,50,Addition Stock Finished,174.0
1993 - 1994,Uttarakhand,50,Addition Stock Finished,
1993 - 1994,West Bengal,50,Addition Stock Finished,54.0
1994 - 1995,Andaman & Nicobar Islands,50,Addition Stock Finished,
1994 - 1995,Andhra Pradesh,50,Addition Stock Finished,36.0
1994 - 1995,Arunachal Pradesh,50,Addition Stock Finished,
1994 - 1995,Assam,50,Addition Stock Finished,
1994 - 1995,Bihar,50,Addition Stock Finished,6.0
1994 - 1995,Chandigarh,50,Addition Stock Finished,
1994 - 1995,Chhattisgarh,50,Addition Stock Finished,
1994 - 1995,Dadra & Nagar Haveli,50,Addition Stock Finished,
1994 - 1995,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1994 - 1995,Daman & Diu,50,Addition Stock Finished,3.0
1994 - 1995,Delhi,50,Addition Stock Finished,656.0
1994 - 1995,Goa,50,Addition Stock Finished,9.0
1994 - 1995,"Goa, Daman & Diu",50,Addition Stock Finished,
1994 - 1995,Gujarat,50,Addition Stock Finished,156.0
1994 - 1995,Haryana,50,Addition Stock Finished,56.0
1994 - 1995,Himachal Pradesh,50,Addition Stock Finished,
1994 - 1995,Jammu & Kashmir,50,Addition Stock Finished,5.0
1994 - 1995,Jharkhand,50,Addition Stock Finished,
1994 - 1995,Karnataka,50,Addition Stock Finished,441.0
1994 - 1995,Kerala,50,Addition Stock Finished,24.0
1994 - 1995,Ladakh,50,Addition Stock Finished,
1994 - 1995,Lakshadweep,50,Addition Stock Finished,
1994 - 1995,Madhya Pradesh,50,Addition Stock Finished,9.0
1994 - 1995,Maharashtra,50,Addition Stock Finished,791.0
1994 - 1995,Manipur,50,Addition Stock Finished,
1994 - 1995,Meghalaya,50,Addition Stock Finished,
1994 - 1995,Mizoram,50,Addition Stock Finished,
1994 - 1995,Nagaland,50,Addition Stock Finished,
1994 - 1995,Orissa,50,Addition Stock Finished,6.0
1994 - 1995,Puducherry,50,Addition Stock Finished,8.0
1994 - 1995,Punjab,50,Addition Stock Finished,507.0
1994 - 1995,Rajasthan,50,Addition Stock Finished,70.0
1994 - 1995,Sikkim,50,Addition Stock Finished,
1994 - 1995,Tamil Nadu,50,Addition Stock Finished,2022.0
1994 - 1995,Telangana,50,Addition Stock Finished,
1994 - 1995,Tripura,50,Addition Stock Finished,
1994 - 1995,Uttar Pradesh,50,Addition Stock Finished,187.0
1994 - 1995,Uttarakhand,50,Addition Stock Finished,
1994 - 1995,West Bengal,50,Addition Stock Finished,36.0
1995 - 1996,Andaman & Nicobar Islands,50,Addition Stock Finished,
1995 - 1996,Andhra Pradesh,50,Addition Stock Finished,34.0
1995 - 1996,Arunachal Pradesh,50,Addition Stock Finished,
1995 - 1996,Assam,50,Addition Stock Finished,
1995 - 1996,Bihar,50,Addition Stock Finished,6.0
1995 - 1996,Chandigarh,50,Addition Stock Finished,
1995 - 1996,Chhattisgarh,50,Addition Stock Finished,
1995 - 1996,Dadra & Nagar Haveli,50,Addition Stock Finished,5.0
1995 - 1996,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1995 - 1996,Daman & Diu,50,Addition Stock Finished,6.0
1995 - 1996,Delhi,50,Addition Stock Finished,672.0
1995 - 1996,Goa,50,Addition Stock Finished,8.0
1995 - 1996,"Goa, Daman & Diu",50,Addition Stock Finished,
1995 - 1996,Gujarat,50,Addition Stock Finished,159.0
1995 - 1996,Haryana,50,Addition Stock Finished,60.0
1995 - 1996,Himachal Pradesh,50,Addition Stock Finished,
1995 - 1996,Jammu & Kashmir,50,Addition Stock Finished,8.0
1995 - 1996,Jharkhand,50,Addition Stock Finished,
1995 - 1996,Karnataka,50,Addition Stock Finished,525.0
1995 - 1996,Kerala,50,Addition Stock Finished,28.0
1995 - 1996,Ladakh,50,Addition Stock Finished,
1995 - 1996,Lakshadweep,50,Addition Stock Finished,
1995 - 1996,Madhya Pradesh,50,Addition Stock Finished,12.0
1995 - 1996,Maharashtra,50,Addition Stock Finished,930.0
1995 - 1996,Manipur,50,Addition Stock Finished,
1995 - 1996,Meghalaya,50,Addition Stock Finished,
1995 - 1996,Mizoram,50,Addition Stock Finished,
1995 - 1996,Nagaland,50,Addition Stock Finished,
1995 - 1996,Orissa,50,Addition Stock Finished,9.0
1995 - 1996,Puducherry,50,Addition Stock Finished,5.0
1995 - 1996,Punjab,50,Addition Stock Finished,431.0
1995 - 1996,Rajasthan,50,Addition Stock Finished,75.0
1995 - 1996,Sikkim,50,Addition Stock Finished,
1995 - 1996,Tamil Nadu,50,Addition Stock Finished,1817.0
1995 - 1996,Telangana,50,Addition Stock Finished,
1995 - 1996,Tripura,50,Addition Stock Finished,
1995 - 1996,Uttar Pradesh,50,Addition Stock Finished,171.0
1995 - 1996,Uttarakhand,50,Addition Stock Finished,
1995 - 1996,West Bengal,50,Addition Stock Finished,48.0
1996 - 1997,Andaman & Nicobar Islands,50,Addition Stock Finished,
1996 - 1997,Andhra Pradesh,50,Addition Stock Finished,41.0
1996 - 1997,Arunachal Pradesh,50,Addition Stock Finished,
1996 - 1997,Assam,50,Addition Stock Finished,
1996 - 1997,Bihar,50,Addition Stock Finished,
1996 - 1997,Chandigarh,50,Addition Stock Finished,
1996 - 1997,Chhattisgarh,50,Addition Stock Finished,
1996 - 1997,Dadra & Nagar Haveli,50,Addition Stock Finished,4.0
1996 - 1997,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1996 - 1997,Daman & Diu,50,Addition Stock Finished,4.0
1996 - 1997,Delhi,50,Addition Stock Finished,729.0
1996 - 1997,Goa,50,Addition Stock Finished,7.0
1996 - 1997,"Goa, Daman & Diu",50,Addition Stock Finished,
1996 - 1997,Gujarat,50,Addition Stock Finished,145.0
1996 - 1997,Haryana,50,Addition Stock Finished,78.0
1996 - 1997,Himachal Pradesh,50,Addition Stock Finished,
1996 - 1997,Jammu & Kashmir,50,Addition Stock Finished,8.0
1996 - 1997,Jharkhand,50,Addition Stock Finished,
1996 - 1997,Karnataka,50,Addition Stock Finished,482.0
1996 - 1997,Kerala,50,Addition Stock Finished,27.0
1996 - 1997,Ladakh,50,Addition Stock Finished,
1996 - 1997,Lakshadweep,50,Addition Stock Finished,
1996 - 1997,Madhya Pradesh,50,Addition Stock Finished,15.0
1996 - 1997,Maharashtra,50,Addition Stock Finished,1212.0
1996 - 1997,Manipur,50,Addition Stock Finished,
1996 - 1997,Meghalaya,50,Addition Stock Finished,
1996 - 1997,Mizoram,50,Addition Stock Finished,
1996 - 1997,Nagaland,50,Addition Stock Finished,
1996 - 1997,Orissa,50,Addition Stock Finished,12.0
1996 - 1997,Puducherry,50,Addition Stock Finished,11.0
1996 - 1997,Punjab,50,Addition Stock Finished,502.0
1996 - 1997,Rajasthan,50,Addition Stock Finished,62.0
1996 - 1997,Sikkim,50,Addition Stock Finished,
1996 - 1997,Tamil Nadu,50,Addition Stock Finished,1853.0
1996 - 1997,Telangana,50,Addition Stock Finished,
1996 - 1997,Tripura,50,Addition Stock Finished,4.0
1996 - 1997,Uttar Pradesh,50,Addition Stock Finished,148.0
1996 - 1997,Uttarakhand,50,Addition Stock Finished,
1996 - 1997,West Bengal,50,Addition Stock Finished,52.0
1997 - 1998,Andaman & Nicobar Islands,50,Addition Stock Finished,
1997 - 1998,Andhra Pradesh,50,Addition Stock Finished,48.0
1997 - 1998,Arunachal Pradesh,50,Addition Stock Finished,
1997 - 1998,Assam,50,Addition Stock Finished,
1997 - 1998,Bihar,50,Addition Stock Finished,
1997 - 1998,Chandigarh,50,Addition Stock Finished,
1997 - 1998,Chhattisgarh,50,Addition Stock Finished,
1997 - 1998,Dadra & Nagar Haveli,50,Addition Stock Finished,
1997 - 1998,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1997 - 1998,Daman & Diu,50,Addition Stock Finished,4.0
1997 - 1998,Delhi,50,Addition Stock Finished,533.0
1997 - 1998,Goa,50,Addition Stock Finished,6.0
1997 - 1998,"Goa, Daman & Diu",50,Addition Stock Finished,
1997 - 1998,Gujarat,50,Addition Stock Finished,145.0
1997 - 1998,Haryana,50,Addition Stock Finished,97.0
1997 - 1998,Himachal Pradesh,50,Addition Stock Finished,
1997 - 1998,Jammu & Kashmir,50,Addition Stock Finished,7.0
1997 - 1998,Jharkhand,50,Addition Stock Finished,
1997 - 1998,Karnataka,50,Addition Stock Finished,552.0
1997 - 1998,Kerala,50,Addition Stock Finished,32.0
1997 - 1998,Ladakh,50,Addition Stock Finished,
1997 - 1998,Lakshadweep,50,Addition Stock Finished,
1997 - 1998,Madhya Pradesh,50,Addition Stock Finished,8.0
1997 - 1998,Maharashtra,50,Addition Stock Finished,768.0
1997 - 1998,Manipur,50,Addition Stock Finished,
1997 - 1998,Meghalaya,50,Addition Stock Finished,
1997 - 1998,Mizoram,50,Addition Stock Finished,
1997 - 1998,Nagaland,50,Addition Stock Finished,
1997 - 1998,Orissa,50,Addition Stock Finished,4.0
1997 - 1998,Puducherry,50,Addition Stock Finished,10.0
1997 - 1998,Punjab,50,Addition Stock Finished,453.0
1997 - 1998,Rajasthan,50,Addition Stock Finished,112.0
1997 - 1998,Sikkim,50,Addition Stock Finished,
1997 - 1998,Tamil Nadu,50,Addition Stock Finished,1576.0
1997 - 1998,Telangana,50,Addition Stock Finished,
1997 - 1998,Tripura,50,Addition Stock Finished,
1997 - 1998,Uttar Pradesh,50,Addition Stock Finished,204.0
1997 - 1998,Uttarakhand,50,Addition Stock Finished,
1997 - 1998,West Bengal,50,Addition Stock Finished,29.0
1998 - 1999,Andaman & Nicobar Islands,50,Addition Stock Finished,
1998 - 1999,Andhra Pradesh,50,Addition Stock Finished,40.0
1998 - 1999,Arunachal Pradesh,50,Addition Stock Finished,
1998 - 1999,Assam,50,Addition Stock Finished,
1998 - 1999,Bihar,50,Addition Stock Finished,
1998 - 1999,Chandigarh,50,Addition Stock Finished,3.0
1998 - 1999,Chhattisgarh,50,Addition Stock Finished,5.0
1998 - 1999,Dadra & Nagar Haveli,50,Addition Stock Finished,3.0
1998 - 1999,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1998 - 1999,Daman & Diu,50,Addition Stock Finished,21.0
1998 - 1999,Delhi,50,Addition Stock Finished,598.0
1998 - 1999,Goa,50,Addition Stock Finished,6.0
1998 - 1999,"Goa, Daman & Diu",50,Addition Stock Finished,
1998 - 1999,Gujarat,50,Addition Stock Finished,236.0
1998 - 1999,Haryana,50,Addition Stock Finished,77.0
1998 - 1999,Himachal Pradesh,50,Addition Stock Finished,4.0
1998 - 1999,Jammu & Kashmir,50,Addition Stock Finished,0.0
1998 - 1999,Jharkhand,50,Addition Stock Finished,
1998 - 1999,Karnataka,50,Addition Stock Finished,573.0
1998 - 1999,Kerala,50,Addition Stock Finished,33.0
1998 - 1999,Ladakh,50,Addition Stock Finished,
1998 - 1999,Lakshadweep,50,Addition Stock Finished,
1998 - 1999,Madhya Pradesh,50,Addition Stock Finished,13.0
1998 - 1999,Maharashtra,50,Addition Stock Finished,749.0
1998 - 1999,Manipur,50,Addition Stock Finished,
1998 - 1999,Meghalaya,50,Addition Stock Finished,
1998 - 1999,Mizoram,50,Addition Stock Finished,
1998 - 1999,Nagaland,50,Addition Stock Finished,
1998 - 1999,Orissa,50,Addition Stock Finished,4.0
1998 - 1999,Puducherry,50,Addition Stock Finished,
1998 - 1999,Punjab,50,Addition Stock Finished,503.0
1998 - 1999,Rajasthan,50,Addition Stock Finished,73.0
1998 - 1999,Sikkim,50,Addition Stock Finished,
1998 - 1999,Tamil Nadu,50,Addition Stock Finished,1638.0
1998 - 1999,Telangana,50,Addition Stock Finished,
1998 - 1999,Tripura,50,Addition Stock Finished,
1998 - 1999,Uttar Pradesh,50,Addition Stock Finished,218.0
1998 - 1999,Uttarakhand,50,Addition Stock Finished,11.0
1998 - 1999,West Bengal,50,Addition Stock Finished,62.0
1999 - 2000,Andaman & Nicobar Islands,50,Addition Stock Finished,
1999 - 2000,Andhra Pradesh,50,Addition Stock Finished,38.0
1999 - 2000,Arunachal Pradesh,50,Addition Stock Finished,
1999 - 2000,Assam,50,Addition Stock Finished,
1999 - 2000,Bihar,50,Addition Stock Finished,
1999 - 2000,Chandigarh,50,Addition Stock Finished,
1999 - 2000,Chhattisgarh,50,Addition Stock Finished,
1999 - 2000,Dadra & Nagar Haveli,50,Addition Stock Finished,17.0
1999 - 2000,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
1999 - 2000,Daman & Diu,50,Addition Stock Finished,7.0
1999 - 2000,Delhi,50,Addition Stock Finished,675.0
1999 - 2000,Goa,50,Addition Stock Finished,6.0
1999 - 2000,"Goa, Daman & Diu",50,Addition Stock Finished,
1999 - 2000,Gujarat,50,Addition Stock Finished,205.0
1999 - 2000,Haryana,50,Addition Stock Finished,142.0
1999 - 2000,Himachal Pradesh,50,Addition Stock Finished,
1999 - 2000,Jammu & Kashmir,50,Addition Stock Finished,6.0
1999 - 2000,Jharkhand,50,Addition Stock Finished,
1999 - 2000,Karnataka,50,Addition Stock Finished,572.0
1999 - 2000,Kerala,50,Addition Stock Finished,46.0
1999 - 2000,Ladakh,50,Addition Stock Finished,
1999 - 2000,Lakshadweep,50,Addition Stock Finished,
1999 - 2000,Madhya Pradesh,50,Addition Stock Finished,14.0
1999 - 2000,Maharashtra,50,Addition Stock Finished,680.0
1999 - 2000,Manipur,50,Addition Stock Finished,
1999 - 2000,Meghalaya,50,Addition Stock Finished,
1999 - 2000,Mizoram,50,Addition Stock Finished,
1999 - 2000,Nagaland,50,Addition Stock Finished,
1999 - 2000,Orissa,50,Addition Stock Finished,3.0
1999 - 2000,Puducherry,50,Addition Stock Finished,
1999 - 2000,Punjab,50,Addition Stock Finished,512.0
1999 - 2000,Rajasthan,50,Addition Stock Finished,72.0
1999 - 2000,Sikkim,50,Addition Stock Finished,
1999 - 2000,Tamil Nadu,50,Addition Stock Finished,1766.0
1999 - 2000,Telangana,50,Addition Stock Finished,
1999 - 2000,Tripura,50,Addition Stock Finished,
1999 - 2000,Uttar Pradesh,50,Addition Stock Finished,244.0
1999 - 2000,Uttarakhand,50,Addition Stock Finished,
1999 - 2000,West Bengal,50,Addition Stock Finished,59.0
2000 - 2001,Andaman & Nicobar Islands,50,Addition Stock Finished,
2000 - 2001,Andhra Pradesh,50,Addition Stock Finished,34.0
2000 - 2001,Arunachal Pradesh,50,Addition Stock Finished,
2000 - 2001,Assam,50,Addition Stock Finished,
2000 - 2001,Bihar,50,Addition Stock Finished,
2000 - 2001,Chandigarh,50,Addition Stock Finished,
2000 - 2001,Chhattisgarh,50,Addition Stock Finished,
2000 - 2001,Dadra & Nagar Haveli,50,Addition Stock Finished,9.0
2000 - 2001,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2000 - 2001,Daman & Diu,50,Addition Stock Finished,11.0
2000 - 2001,Delhi,50,Addition Stock Finished,562.0
2000 - 2001,Goa,50,Addition Stock Finished,3.0
2000 - 2001,"Goa, Daman & Diu",50,Addition Stock Finished,
2000 - 2001,Gujarat,50,Addition Stock Finished,142.0
2000 - 2001,Haryana,50,Addition Stock Finished,192.0
2000 - 2001,Himachal Pradesh,50,Addition Stock Finished,
2000 - 2001,Jammu & Kashmir,50,Addition Stock Finished,6.0
2000 - 2001,Jharkhand,50,Addition Stock Finished,
2000 - 2001,Karnataka,50,Addition Stock Finished,581.0
2000 - 2001,Kerala,50,Addition Stock Finished,43.0
2000 - 2001,Ladakh,50,Addition Stock Finished,
2000 - 2001,Lakshadweep,50,Addition Stock Finished,
2000 - 2001,Madhya Pradesh,50,Addition Stock Finished,21.0
2000 - 2001,Maharashtra,50,Addition Stock Finished,731.0
2000 - 2001,Manipur,50,Addition Stock Finished,
2000 - 2001,Meghalaya,50,Addition Stock Finished,
2000 - 2001,Mizoram,50,Addition Stock Finished,
2000 - 2001,Nagaland,50,Addition Stock Finished,
2000 - 2001,Orissa,50,Addition Stock Finished,
2000 - 2001,Puducherry,50,Addition Stock Finished,4.0
2000 - 2001,Punjab,50,Addition Stock Finished,474.0
2000 - 2001,Rajasthan,50,Addition Stock Finished,91.0
2000 - 2001,Sikkim,50,Addition Stock Finished,
2000 - 2001,Tamil Nadu,50,Addition Stock Finished,2126.0
2000 - 2001,Telangana,50,Addition Stock Finished,
2000 - 2001,Tripura,50,Addition Stock Finished,
2000 - 2001,Uttar Pradesh,50,Addition Stock Finished,195.0
2000 - 2001,Uttarakhand,50,Addition Stock Finished,3.0
2000 - 2001,West Bengal,50,Addition Stock Finished,56.0
2001 - 2002,Andaman & Nicobar Islands,50,Addition Stock Finished,
2001 - 2002,Andhra Pradesh,50,Addition Stock Finished,52.0
2001 - 2002,Arunachal Pradesh,50,Addition Stock Finished,
2001 - 2002,Assam,50,Addition Stock Finished,
2001 - 2002,Bihar,50,Addition Stock Finished,
2001 - 2002,Chandigarh,50,Addition Stock Finished,
2001 - 2002,Chhattisgarh,50,Addition Stock Finished,
2001 - 2002,Dadra & Nagar Haveli,50,Addition Stock Finished,25.0
2001 - 2002,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2001 - 2002,Daman & Diu,50,Addition Stock Finished,29.0
2001 - 2002,Delhi,50,Addition Stock Finished,637.0
2001 - 2002,Goa,50,Addition Stock Finished,
2001 - 2002,"Goa, Daman & Diu",50,Addition Stock Finished,
2001 - 2002,Gujarat,50,Addition Stock Finished,188.0
2001 - 2002,Haryana,50,Addition Stock Finished,191.0
2001 - 2002,Himachal Pradesh,50,Addition Stock Finished,
2001 - 2002,Jammu & Kashmir,50,Addition Stock Finished,9.0
2001 - 2002,Jharkhand,50,Addition Stock Finished,
2001 - 2002,Karnataka,50,Addition Stock Finished,608.0
2001 - 2002,Kerala,50,Addition Stock Finished,41.0
2001 - 2002,Ladakh,50,Addition Stock Finished,
2001 - 2002,Lakshadweep,50,Addition Stock Finished,
2001 - 2002,Madhya Pradesh,50,Addition Stock Finished,19.0
2001 - 2002,Maharashtra,50,Addition Stock Finished,624.0
2001 - 2002,Manipur,50,Addition Stock Finished,
2001 - 2002,Meghalaya,50,Addition Stock Finished,
2001 - 2002,Mizoram,50,Addition Stock Finished,
2001 - 2002,Nagaland,50,Addition Stock Finished,
2001 - 2002,Orissa,50,Addition Stock Finished,3.0
2001 - 2002,Puducherry,50,Addition Stock Finished,5.0
2001 - 2002,Punjab,50,Addition Stock Finished,513.0
2001 - 2002,Rajasthan,50,Addition Stock Finished,100.0
2001 - 2002,Sikkim,50,Addition Stock Finished,
2001 - 2002,Tamil Nadu,50,Addition Stock Finished,1654.0
2001 - 2002,Telangana,50,Addition Stock Finished,
2001 - 2002,Tripura,50,Addition Stock Finished,
2001 - 2002,Uttar Pradesh,50,Addition Stock Finished,208.0
2001 - 2002,Uttarakhand,50,Addition Stock Finished,6.0
2001 - 2002,West Bengal,50,Addition Stock Finished,62.0
2002 - 2003,Andaman & Nicobar Islands,50,Addition Stock Finished,
2002 - 2003,Andhra Pradesh,50,Addition Stock Finished,39.0
2002 - 2003,Arunachal Pradesh,50,Addition Stock Finished,
2002 - 2003,Assam,50,Addition Stock Finished,
2002 - 2003,Bihar,50,Addition Stock Finished,
2002 - 2003,Chandigarh,50,Addition Stock Finished,
2002 - 2003,Chhattisgarh,50,Addition Stock Finished,
2002 - 2003,Dadra & Nagar Haveli,50,Addition Stock Finished,22.0
2002 - 2003,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2002 - 2003,Daman & Diu,50,Addition Stock Finished,62.0
2002 - 2003,Delhi,50,Addition Stock Finished,581.0
2002 - 2003,Goa,50,Addition Stock Finished,
2002 - 2003,"Goa, Daman & Diu",50,Addition Stock Finished,
2002 - 2003,Gujarat,50,Addition Stock Finished,107.0
2002 - 2003,Haryana,50,Addition Stock Finished,184.0
2002 - 2003,Himachal Pradesh,50,Addition Stock Finished,5.0
2002 - 2003,Jammu & Kashmir,50,Addition Stock Finished,8.0
2002 - 2003,Jharkhand,50,Addition Stock Finished,
2002 - 2003,Karnataka,50,Addition Stock Finished,622.0
2002 - 2003,Kerala,50,Addition Stock Finished,41.0
2002 - 2003,Ladakh,50,Addition Stock Finished,
2002 - 2003,Lakshadweep,50,Addition Stock Finished,
2002 - 2003,Madhya Pradesh,50,Addition Stock Finished,16.0
2002 - 2003,Maharashtra,50,Addition Stock Finished,668.0
2002 - 2003,Manipur,50,Addition Stock Finished,
2002 - 2003,Meghalaya,50,Addition Stock Finished,
2002 - 2003,Mizoram,50,Addition Stock Finished,
2002 - 2003,Nagaland,50,Addition Stock Finished,
2002 - 2003,Orissa,50,Addition Stock Finished,
2002 - 2003,Puducherry,50,Addition Stock Finished,3.0
2002 - 2003,Punjab,50,Addition Stock Finished,424.0
2002 - 2003,Rajasthan,50,Addition Stock Finished,121.0
2002 - 2003,Sikkim,50,Addition Stock Finished,
2002 - 2003,Tamil Nadu,50,Addition Stock Finished,2005.0
2002 - 2003,Telangana,50,Addition Stock Finished,
2002 - 2003,Tripura,50,Addition Stock Finished,
2002 - 2003,Uttar Pradesh,50,Addition Stock Finished,197.0
2002 - 2003,Uttarakhand,50,Addition Stock Finished,3.0
2002 - 2003,West Bengal,50,Addition Stock Finished,54.0
2003 - 2004,Andaman & Nicobar Islands,50,Addition Stock Finished,
2003 - 2004,Andhra Pradesh,50,Addition Stock Finished,43.0
2003 - 2004,Arunachal Pradesh,50,Addition Stock Finished,
2003 - 2004,Assam,50,Addition Stock Finished,
2003 - 2004,Bihar,50,Addition Stock Finished,
2003 - 2004,Chandigarh,50,Addition Stock Finished,
2003 - 2004,Chhattisgarh,50,Addition Stock Finished,
2003 - 2004,Dadra & Nagar Haveli,50,Addition Stock Finished,21.0
2003 - 2004,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2003 - 2004,Daman & Diu,50,Addition Stock Finished,22.0
2003 - 2004,Delhi,50,Addition Stock Finished,588.0
2003 - 2004,Goa,50,Addition Stock Finished,
2003 - 2004,"Goa, Daman & Diu",50,Addition Stock Finished,
2003 - 2004,Gujarat,50,Addition Stock Finished,141.0
2003 - 2004,Haryana,50,Addition Stock Finished,191.0
2003 - 2004,Himachal Pradesh,50,Addition Stock Finished,8.0
2003 - 2004,Jammu & Kashmir,50,Addition Stock Finished,8.0
2003 - 2004,Jharkhand,50,Addition Stock Finished,
2003 - 2004,Karnataka,50,Addition Stock Finished,592.0
2003 - 2004,Kerala,50,Addition Stock Finished,34.0
2003 - 2004,Ladakh,50,Addition Stock Finished,
2003 - 2004,Lakshadweep,50,Addition Stock Finished,
2003 - 2004,Madhya Pradesh,50,Addition Stock Finished,17.0
2003 - 2004,Maharashtra,50,Addition Stock Finished,625.0
2003 - 2004,Manipur,50,Addition Stock Finished,
2003 - 2004,Meghalaya,50,Addition Stock Finished,
2003 - 2004,Mizoram,50,Addition Stock Finished,
2003 - 2004,Nagaland,50,Addition Stock Finished,
2003 - 2004,Orissa,50,Addition Stock Finished,
2003 - 2004,Puducherry,50,Addition Stock Finished,3.0
2003 - 2004,Punjab,50,Addition Stock Finished,424.0
2003 - 2004,Rajasthan,50,Addition Stock Finished,86.0
2003 - 2004,Sikkim,50,Addition Stock Finished,
2003 - 2004,Tamil Nadu,50,Addition Stock Finished,2126.0
2003 - 2004,Telangana,50,Addition Stock Finished,
2003 - 2004,Tripura,50,Addition Stock Finished,
2003 - 2004,Uttar Pradesh,50,Addition Stock Finished,257.0
2003 - 2004,Uttarakhand,50,Addition Stock Finished,3.0
2003 - 2004,West Bengal,50,Addition Stock Finished,60.0
2004 - 2005,Andaman & Nicobar Islands,50,Addition Stock Finished,
2004 - 2005,Andhra Pradesh,50,Addition Stock Finished,42.0
2004 - 2005,Arunachal Pradesh,50,Addition Stock Finished,
2004 - 2005,Assam,50,Addition Stock Finished,
2004 - 2005,Bihar,50,Addition Stock Finished,
2004 - 2005,Chandigarh,50,Addition Stock Finished,
2004 - 2005,Chhattisgarh,50,Addition Stock Finished,
2004 - 2005,Dadra & Nagar Haveli,50,Addition Stock Finished,16.0
2004 - 2005,Dadra & Nagar Haveli & Daman & Diu,50,Addition Stock Finished,
2004 - 2005,Daman & Diu,50,Addition Stock Finished,33.0
2004 - 2005,Delhi,50,Addition Stock Finished,549.0
2004 - 2005,Goa,50,Addition Stock Finished,
2004 - 2005,"Goa, Daman & Diu",50,Addition Stock Finished,
2004 - 2005,Gujarat,50,Addition Stock Finished,151.0
2004 - 2005,Haryana,50,Addition Stock Finished,244.0
2004 - 2005,Himachal Pradesh,50,Addition Stock Finished,11.0
2004 - 2005,Jammu & Kashmir,50,Addition Stock Finished,8.0
2004 - 2005,Jharkhand,50,Addition Stock Finished,
2004 - 2005,Karnataka,50,Addition Stock Finished,629.0
2004 - 2005,Kerala,50,Addition Stock Finished,35.0
2004 - 2005,Ladakh,50,Addition Stock Finished,
2004 - 2005,Lakshadweep,50,Addition Stock Finished,
2004 - 2005,Madhya Pradesh,50,Addition Stock Finished,18.0
2004 - 2005,Maharashtra,50,Addition Stock Finished,644.0
2004 - 2005,Manipur,50,Addition Stock Finished,
2004 - 2005,Meghalaya,50,Addition Stock Finished,
